ID,OUTPUT,DURATION,INPUT 1 SYMBOL,INPUT 1 AMOUNT,INPUT 2 SYMBOL,INPUT 2 AMOUNT,YIELD,POWER COST,XP PER OUTPUT,COST SYMBOL,COST AMOUNT,EVENT,PRODUCTION PER DAY,OUTPUT CHANGE,DURATION CHANGE,PRODUCTION CHANGE,INPUT 1 CONSUMPTION PER DAY,INPUT 1 PRODUCTION PER DAY AT SAME VALUE,INPUT 2 CONSUMPTION PER DAY,INPUT 2 PRODUCTION PER DAY AT SAME VALUE,OUTPUT PER BATTERY,XP PER DAY,XP PER BATTERY
SULFUR_9,1,15:00:00,STEEL,7.10,LAVA,8.87,112.75%,"350,000","4,500,000",FIBERGLASS,14,,,0,-6:00:00,40%,11.35,3.00,14.19,24.00,,"7,200,000.00",13
SULFUR_10,1,10:00:00,STEEL,6.96,LAVA,8.70,115.00%,"350,000","4,500,000",FIBERGLASS,19,,,0,-5:00:00,50%,16.70,3.00,20.87,24.00,,"10,799,991.36",13
,,,,,,,,,,,,,,,,,,,,,,,
PLASTICS_1,1,168:00:00,CEMENT,3.00,ACID,2.00,100.00%,"435,000","6,750,000",CEMENT,2,,,0,0:00:00,0%,0.43,0.37,0.29,0.22,,"964,285.71",16
PLASTICS_2,1,120:00:00,CEMENT,2.97,ACID,1.98,101.18%,"435,000","6,750,000",SCREWS,15,,,0,-48:00:00,40%,0.59,0.89,0.40,0.39,,"1,350,000.00",16
PLASTICS_3,1,88:00:00,CEMENT,2.93,ACID,1.95,102.46%,"435,000","6,750,000",CERAMICS,79,,,0,-32:00:00,36.36%,0.80,0.89,0.53,0.48,,"1,840,908.92",16
PLASTICS_4,1,64:00:00,CEMENT,2.89,ACID,1.93,103.85%,"435,000","6,750,000",CERAMICS,96,,,0,-24:00:00,37.5%,1.08,1.00,0.72,0.48,,"2,531,249.68",16
PLASTICS_5,1,48:00:00,CEMENT,2.85,ACID,1.90,105.36%,"435,000","6,750,000",STONE,41,,,0,-16:00:00,33.33%,1.42,1.14,0.95,0.59,,"3,375,000.00",16
PLASTICS_6,1,36:00:00,CEMENT,2.80,ACID,1.87,106.99%,"435,000","6,750,000",STONE,56,,,0,-12:00:00,33.33%,1.87,1.33,1.25,0.71,,"4,500,000.00",16
PLASTICS_7,1,28:00:00,CEMENT,2.76,ACID,1.84,108.76%,"435,000","6,750,000",CEMENT,13,,,0,-8:00:00,28.57%,2.36,1.92,1.58,0.89,,"5,785,712.63",16
PLASTICS_8,1,22:00:00,CEMENT,2.71,ACID,1.81,110.67%,"435,000","6,750,000",ACID,41,,,0,-6:00:00,27.27%,2.96,2.29,1.97,1.14,,"7,363,633.69",16
PLASTICS_9,1,17:00:00,CEMENT,2.66,ACID,1.77,112.75%,"435,000","6,750,000",ACID,63,,,0,-5:00:00,29.41%,3.76,3.00,2.50,1.60,,"9,529,416.25",16
PLASTICS_10,1,12:00:00,CEMENT,2.61,ACID,1.74,115.00%,"435,000","6,750,000",PLASTICS,12,,,0,-5:00:00,41.67%,5.22,3.00,3.48,2.40,,"13,500,000.00",16
,,,,,,,,,,,,,,,,,,,,,,,
FIBERGLASS_1,1,192:00:00,GLASS,10.00,SULFUR,2.00,100.00%,"510,000","8,000,000",GLASS,2,,,0,0:00:00,0%,1.25,1.33,0.25,0.20,,"1,000,000.00",16
FIBERGLASS_2,1,132:00:00,GLASS,9.88,SULFUR,1.98,101.18%,"510,000","8,000,000",SCREWS,15,,,0,-60:00:00,45.45%,1.80,3.51,0.36,0.36,,"1,454,545.45",16
FIBERGLASS_3,1,92:00:00,GLASS,9.76,SULFUR,1.95,102.46%,"510,000","8,000,000",GLASS,44,,,0,-40:00:00,43.48%,2.55,3.51,0.51,0.44,,"2,086,956.70",16
FIBERGLASS_4,1,64:00:00,GLASS,9.63,SULFUR,1.93,103.85%,"510,000","8,000,000",GLASS,53,,,0,-28:00:00,43.75%,3.61,3.62,0.72,0.44,,"2,999,999.63",16
FIBERGLASS_5,1,48:00:00,GLASS,9.49,SULFUR,1.90,105.36%,"510,000","8,000,000",GLASS,69,,,0,-16:00:00,33.33%,4.75,4.68,0.95,0.55,,"4,000,000.00",16
FIBERGLASS_6,1,36:00:00,GLASS,9.35,SULFUR,1.87,106.99%,"510,000","8,000,000",SULFUR,14,,,0,-12:00:00,33.33%,6.23,5.19,1.25,0.67,,"5,333,333.33",16
FIBERGLASS_7,1,28:00:00,GLASS,9.19,SULFUR,1.84,108.76%,"510,000","8,000,000",SULFUR,20,,,0,-8:00:00,28.57%,7.88,5.71,1.58,0.86,,"6,857,140.90",16
FIBERGLASS_8,1,22:00:00,GLASS,9.04,SULFUR,1.81,110.67%,"510,000","8,000,000",SULFUR,30,,,0,-6:00:00,27.27%,9.86,8.28,1.97,1.14,,"8,727,269.55",16
FIBERGLASS_9,1,17:00:00,GLASS,8.87,SULFUR,1.77,112.75%,"510,000","8,000,000",SULFUR,47,,,0,-5:00:00,29.41%,12.52,12.00,2.50,1.60,,"11,294,122.96",16
FIBERGLASS_10,1,12:00:00,GLASS,8.70,SULFUR,1.74,115.00%,"510,000","8,000,000",FIBERGLASS,21,,,0,-5:00:00,41.67%,17.39,18.00,3.48,2.40,,"16,000,000.00",16
,,,,,,,,,,,,,,,,,,,,,,,
ENERGY_1,1,216:00:00,OIL,2.00,HEAT,72.00,100.00%,"550,000","9,250,000",HEAT,2,,,0,0:00:00,0%,0.22,0.25,8.00,9.60,,"1,027,777.78",17
ENERGY_2,1,144:00:00,OIL,1.98,HEAT,71.16,101.18%,"550,000","9,250,000",SCREWS,15,,,0,-72:00:00,50%,0.33,0.43,11.86,44.14,,"1,541,666.67",17
ENERGY_3,1,96:00:00,OIL,1.95,HEAT,70.27,102.46%,"550,000","9,250,000",SCREWS,18,,,0,-48:00:00,50%,0.49,0.52,17.57,46.08,,"2,312,500.00",17
ENERGY_4,1,64:00:00,OIL,1.93,HEAT,69.33,103.85%,"550,000","9,250,000",SCREWS,21,,,0,-32:00:00,50%,0.72,0.52,26.00,46.08,,"3,468,749.57",17
ENERGY_5,1,48:00:00,OIL,1.90,HEAT,68.34,105.36%,"550,000","9,250,000",SCREWS,27,,,0,-16:00:00,33.33%,0.95,0.63,34.17,52.17,,"4,625,000.00",17
ENERGY_6,1,36:00:00,OIL,1.87,HEAT,67.30,106.99%,"550,000","9,250,000",SCREWS,37,,,0,-12:00:00,33.33%,1.25,0.75,44.86,58.71,,"6,166,666.67",17
ENERGY_7,1,28:00:00,OIL,1.84,HEAT,66.20,108.76%,"550,000","9,250,000",SCREWS,54,,,0,-8:00:00,28.57%,1.58,0.92,56.74,63.94,,"7,928,569.16",17
ENERGY_8,1,22:00:00,OIL,1.81,HEAT,65.06,110.67%,"550,000","9,250,000",SCREWS,81,,,0,-6:00:00,27.27%,1.97,1.20,70.97,68.18,,"10,090,905.42",17
ENERGY_9,1,17:00:00,OIL,1.77,HEAT,63.86,112.75%,"550,000","9,250,000",SCREWS,126,,,0,-5:00:00,29.41%,2.50,1.60,90.15,73.47,,"13,058,829.67",17
ENERGY_10,1,12:00:00,OIL,1.74,HEAT,62.61,115.00%,"550,000","9,250,000",SCREWS,200,,,0,-5:00:00,41.67%,3.48,2.40,125.22,75.00,,"18,500,000.00",17
,,,,,,,,,,,,,,,,,,,,,,,
HYDROGEN_1,1,240:00:00,STEAM,7.00,ENERGY,2.00,100.00%,"687,500","12,500,000",STEAM,3,,,0,0:00:00,0%,0.70,0.75,0.20,0.11,,"1,250,000.00",18
HYDROGEN_2,1,144:00:00,STEAM,6.80,ENERGY,1.94,103.00%,"687,500","12,500,000",SCREWS,20,,,0,-96:00:00,66.67%,1.13,1.60,0.32,0.37,,"2,083,333.33",18
HYDROGEN_3,1,72:00:00,STEAM,6.60,ENERGY,1.89,106.00%,"687,500","12,500,000",SCREWS,30,,,0,-72:00:00,100%,2.20,2.04,0.63,0.67,,"4,166,666.67",18
HYDROGEN_4,1,40:00:00,STEAM,6.36,ENERGY,1.82,110.00%,"687,500","12,500,000",SCREWS,70,,,0,-32:00:00,80%,3.82,4.17,1.09,1.09,,"7,499,998.50",18
HYDROGEN_5,1,24:00:00,STEAM,6.09,ENERGY,1.74,115.00%,"687,500","12,500,000",SCREWS,200,,,0,-16:00:00,66.67%,6.09,9.00,1.74,2.00,,"12,500,000.00",18
,,,,,,,,,,,,,,,,,,,,,,,
DYNAMITE_1,1,336:00:00,FIBERGLASS,3.00,PLASTICS,2.00,100.00%,"1,000,000","20,000,000",PLASTICS,1,,,0,0:00:00,0%,0.21,0.13,0.14,0.14,,"1,428,571.43",20
DYNAMITE_2,1,192:00:00,FIBERGLASS,2.91,PLASTICS,1.94,103.00%,"1,000,000","20,000,000",SCREWS,20,,,0,-144:00:00,75%,0.36,0.37,0.24,0.37,,"2,500,000.00",20
DYNAMITE_3,1,96:00:00,FIBERGLASS,2.83,PLASTICS,1.89,106.00%,"1,000,000","20,000,000",SCREWS,30,,,0,-96:00:00,100%,0.71,0.67,0.47,0.67,,"5,000,000.00",20
DYNAMITE_4,1,48:00:00,FIBERGLASS,2.73,PLASTICS,1.82,110.00%,"1,000,000","20,000,000",SCREWS,70,,,0,-48:00:00,100%,1.36,1.09,0.91,1.09,,"10,000,000.00",20
DYNAMITE_5,1,24:00:00,FIBERGLASS,2.61,PLASTICS,1.74,115.00%,"1,000,000","20,000,000",SCREWS,200,,,0,-24:00:00,100%,2.61,2.00,1.74,2.00,,"20,000,000.00",20
,,,,,,,,,,,,,,,,,,,,,,,
BOWL_1,10,0:00:10,BURNTRICE,10.00,,,100.00%,0,0,BURNTRICE,1,Ronke,,0,0:00:00,0%,"86,400.00","115,200.00",,,,0.00,
BOWL_2,20,0:00:15,BURNTRICE,20.00,,,100.00%,0,0,BOWL,18,Ronke,,10,0:00:05,33.33%,"115,200.00","195,840.00",,,,0.00,
BOWL_3,42,0:00:28,BURNTRICE,42.00,,,100.00%,0,0,BOWL,34,Ronke,,22,0:00:13,12.44%,"129,535.23","230,400.00",,,,0.00,
BOWL_4,75,0:00:46,BURNTRICE,75.00,,,100.00%,0,0,BOWL,56,Ronke,,33,0:00:18,9.7%,"142,105.26","259,200.00",,,,0.00,
BOWL_5,115,0:01:05,BURNTRICE,115.00,,,100.00%,0,0,BOWL,86,Ronke,,40,0:00:19,8.38%,"154,010.70","312,000.00",,,,0.00,
BOWL_6,160,0:01:24,BURNTRICE,160.00,,,100.00%,0,0,RAWRMEN,11,Ronke,,45,0:00:19,7.27%,"165,200.76","345,600.00",,,,0.00,
BOWL_7,206,0:01:41,BURNTRICE,206.00,,,100.00%,0,0,MEATBALL,4,Ronke,,46,0:00:17,6.73%,"176,326.53","345,600.00",,,,0.00,
BOWL_8,260,0:02:00,BURNTRICE,260.00,,,100.00%,0,0,RAWRMEN,22,Ronke,,54,0:00:19,6.06%,"187,012.99","411,428.64",,,,0.00,
BOWL_9,342,0:02:30,BURNTRICE,342.00,,,100.00%,0,0,MEATBALL,7,Ronke,,82,0:00:30,5.24%,"196,810.93","411,428.64",,,,0.00,
BOWL_10,430,0:03:02,BURNTRICE,430.00,,,100.00%,0,0,RAWRMEN,43,Ronke,,88,0:00:32,3.66%,"204,010.81","439,321.92",,,,0.00,
BOWL_11,560,0:03:52,BURNTRICE,560.00,,,100.00%,0,0,MEATBALL,14,Ronke,,130,0:00:50,2.35%,"208,810.94","468,433.68",,,,0.00,
BOWL_12,700,0:04:44,BURNTRICE,700.00,,,100.00%,0,0,RAWRMEN,82,Ronke,,140,0:00:53,1.82%,"212,619.35","496,551.84",,,,0.00,
BOWL_13,"1,025",0:06:48,BURNTRICE,"1,025.00",,,100.00%,0,0,MEATBALL,25,Ronke,,325,0:02:04,2.02%,"216,913.15","496,551.84",,,,0.00,
BOWL_14,"1,400",0:09:06,BURNTRICE,"1,400.00",,,100.00%,0,0,PANCAKE,11,Ronke,,375,0:02:17,2.21%,"221,711.85","523,636.32",,,,0.00,
BOWL_15,"1,847",0:11:43,BURNTRICE,"1,847.00",,,100.00%,0,0,DUMPLING,6,Ronke,,447,0:02:37,2.44%,"227,129.27","555,000.00",,,,0.00,
BOWL_16,"2,381",0:14:42,BURNTRICE,"2,381.00",,,100.00%,0,0,PANCAKE,17,Ronke,,534,0:02:59,2.7%,"233,252.72","555,000.00",,,,0.00,
BOWL_17,"3,017",0:18:06,BURNTRICE,"3,017.00",,,100.00%,0,0,DUMPLING,11,Ronke,,636,0:03:24,2.94%,"240,108.55","568,421.04",,,,0.00,
BOWL_18,"3,776",0:21:56,BURNTRICE,"3,776.00",,,100.00%,0,0,PANCAKE,30,Ronke,,759,0:03:51,3.21%,"247,824.17","596,250.00",,,,0.00,
BOWL_19,"4,682",0:26:17,BURNTRICE,"4,682.00",,,100.00%,0,0,DUMPLING,20,Ronke,,906,0:04:21,3.49%,"256,464.18","624,705.84",,,,0.00,
BOWL_20,"5,763",0:31:10,BURNTRICE,"5,763.00",,,100.00%,0,0,BURGER,2,Ronke,,1081,0:04:53,3.8%,"266,201.47","624,705.84",,,,0.00,
BOWL_21,"7,052",0:36:39,BURNTRICE,"7,052.00",,,100.00%,0,0,DANGO,3,Ronke,,1289,0:05:28,4.1%,"277,109.35","691,578.96",,,,0.00,
BOWL_22,"8,590",0:42:45,BURNTRICE,"8,590.00",,,100.00%,0,0,WAGYU,1,Ronke,,1538,0:06:06,4.43%,"289,373.88","788,571.36",,,,0.00,
BOWL_23,"10,425",0:49:32,BURNTRICE,"10,425.00",,,100.00%,0,0,BURGER,6,Ronke,,1835,0:06:47,4.74%,"303,076.90","788,571.36",,,,0.00,
BOWL_24,"12,614",0:57:02,BURNTRICE,"12,614.00",,,100.00%,0,0,DANGO,8,Ronke,,2189,0:07:30,5.09%,"318,493.56","842,727.36",,,,0.00,
BOWL_25,"15,226",1:05:18,BURNTRICE,"15,226.00",,,100.00%,0,0,WAGYU,2,Ronke,,2612,0:08:16,5.42%,"335,756.29","915,652.08",,,,0.00,
BOWL_26,"18,342",1:14:23,BURNTRICE,"18,342.00",,,100.00%,0,0,BURGER,18,Ronke,,3116,0:09:05,5.76%,"355,081.06","1,080,000.00",,,,0.00,
BOWL_27,"22,058",1:24:19,BURNTRICE,"22,058.00",,,100.00%,0,0,DANGO,24,Ronke,,3716,0:09:56,6.1%,"376,732.92","1,190,769.12",,,,0.00,
BOWL_28,"26,493",1:35:09,BURNTRICE,"26,493.00",,,100.00%,0,0,BURGER,35,Ronke,,4435,0:10:50,6.43%,"400,946.51","1,309,090.80",,,,0.00,
BOWL_29,"31,783",1:46:55,BURNTRICE,"31,783.00",,,100.00%,0,0,DANGO,48,Ronke,,5290,0:11:46,6.77%,"428,090.51","1,452,521.76",,,,0.00,
BOWL_30,"38,094",1:59:40,BURNTRICE,"38,094.00",,,100.00%,0,0,WAGYU,10,Ronke,,6311,0:12:45,7.09%,"458,421.26","1,620,000.00",,,,0.00,
,,,,,,,,,,,,,,,,,,,,,,,
RAWRMEN_1,1,0:00:15,BOWL,12.00,,,100.00%,0,2,BURNTRICE,1,Ronke,,0,0:00:00,0%,"69,120.00","86,400.00",,,,"11,520.00",
RAWRMEN_2,2,0:00:15,BOWL,24.00,,,100.00%,0,2,RAWRMEN,3,Ronke,,1,0:00:00,100%,"138,240.00","142,105.26",,,,"23,040.00",
RAWRMEN_3,3,0:00:20,BOWL,36.00,,,100.00%,0,2,RAWRMEN,6,Ronke,,1,0:00:05,12.49%,"155,512.22","154,010.70",,,,"25,918.70",
RAWRMEN_4,5,0:00:30,BOWL,60.00,,,100.00%,0,2,PANCAKE,1,Ronke,,2,0:00:10,11.12%,"172,800.00","176,326.53",,,,"28,800.00",
RAWRMEN_5,8,0:00:45,BOWL,96.00,,,100.00%,0,2,RAWRMEN,13,Ronke,,3,0:00:15,6.67%,"184,320.00","176,326.53",,,,"30,720.00",
RAWRMEN_6,11,0:01:00,BOWL,132.00,,,100.00%,0,2,PANCAKE,2,Ronke,,3,0:00:15,3.84%,"191,397.45","196,810.93",,,,"31,899.58",
RAWRMEN_7,17,0:01:30,BOWL,204.00,,,100.00%,0,2,RAWRMEN,26,Ronke,,6,0:00:30,2.32%,"195,844.35","196,810.93",,,,"32,640.73",
RAWRMEN_8,23,0:02:00,BOWL,276.00,,,100.00%,0,2,PANCAKE,3,Ronke,,6,0:00:30,1.47%,"198,724.97","204,010.81",,,,"33,120.83",
RAWRMEN_9,30,0:02:34,BOWL,360.00,,,100.00%,0,2,PANCAKE,4,Ronke,,7,0:00:34,1.45%,"201,604.85","208,810.94",,,,"33,600.81",
RAWRMEN_10,38,0:03:13,BOWL,456.00,,,100.00%,0,2,BOWL,800,Ronke,,8,0:00:38,1.43%,"204,484.30","212,619.35",,,,"34,080.72",
RAWRMEN_11,50,0:04:10,BOWL,600.00,,,100.00%,0,2,MEATBALL,20,Ronke,,12,0:00:57,1.41%,"207,364.15","212,619.35",,,,"34,560.69",
RAWRMEN_12,66,0:05:25,BOWL,792.00,,,100.00%,0,2,DUMPLING,4,Ronke,,16,0:01:15,1.67%,"210,820.65","216,913.15",,,,"35,136.78",
RAWRMEN_13,86,0:06:55,BOWL,"1,032.00",,,100.00%,0,2,BOWL,"1,646",Ronke,,20,0:01:30,1.91%,"214,852.35","221,711.85",,,,"35,808.73",
RAWRMEN_14,112,0:08:49,BOWL,"1,344.00",,,100.00%,0,2,MEATBALL,43,Ronke,,26,0:01:54,2.14%,"219,460.50","233,252.72",,,,"36,576.75",
RAWRMEN_15,145,0:11:09,BOWL,"1,740.00",,,100.00%,0,2,DUMPLING,9,Ronke,,33,0:02:20,2.36%,"224,644.29","240,108.55",,,,"37,440.71",
RAWRMEN_16,188,0:14:06,BOWL,"2,256.00",,,100.00%,0,2,BOWL,"3,766",Ronke,,43,0:02:57,2.56%,"230,404.36","247,824.17",,,,"38,400.73",
RAWRMEN_17,243,0:17:44,BOWL,"2,916.00",,,100.00%,0,2,MEATBALL,101,Ronke,,55,0:03:38,2.75%,"236,740.35","256,464.18",,,,"39,456.73",
RAWRMEN_18,314,0:22:13,BOWL,"3,768.00",,,100.00%,0,2,DUMPLING,22,Ronke,,71,0:04:29,3.16%,"244,228.37","266,201.47",,,,"40,704.73",
RAWRMEN_19,404,0:27:38,BOWL,"4,848.00",,,100.00%,0,2,BOWL,"9,079",Ronke,,90,0:05:25,3.42%,"252,580.39","277,109.35",,,,"42,096.73",
RAWRMEN_20,521,0:34:21,BOWL,"6,252.00",,,100.00%,0,2,DANGO,3,Ronke,,117,0:06:43,3.76%,"262,084.31","277,109.35",,,,"43,680.72",
RAWRMEN_21,670,0:42:27,BOWL,"8,040.00",,,100.00%,0,2,BURGER,5,Ronke,,149,0:08:06,4.07%,"272,740.34","289,373.88",,,,"45,456.72",
RAWRMEN_22,862,0:52:18,BOWL,"10,344.00",,,100.00%,0,2,WAGYU,1,Ronke,,192,0:09:51,4.43%,"284,836.34","289,373.88",,,,"47,472.72",
RAWRMEN_23,"1,108",1:04:10,BOWL,"13,296.00",,,100.00%,0,2,DANGO,8,Ronke,,246,0:11:52,4.75%,"298,372.34","318,493.56",,,,"49,728.72",
RAWRMEN_24,"1,424",1:18:23,BOWL,"17,088.00",,,100.00%,0,2,BURGER,11,Ronke,,316,0:14:13,5.21%,"313,924.36","335,756.29",,,,"52,320.73",
RAWRMEN_25,"1,830",1:35:24,BOWL,"21,960.00",,,100.00%,0,2,WAGYU,2,Ronke,,406,0:17:01,5.6%,"331,492.37","335,756.29",,,,"55,248.73",
RAWRMEN_26,"2,351",1:55:37,BOWL,"28,212.00",,,100.00%,0,2,DANGO,20,Ronke,,521,0:20:14,5.99%,"351,364.36","376,732.92",,,,"58,560.73",
RAWRMEN_27,"3,020",2:19:36,BOWL,"36,240.00",,,100.00%,0,2,BURGER,28,Ronke,,669,0:23:59,6.39%,"373,828.33","400,946.51",,,,"62,304.72",
RAWRMEN_28,"3,880",2:47:51,BOWL,"46,560.00",,,100.00%,0,2,DANGO,37,Ronke,,860,0:28:15,6.86%,"399,460.37","428,090.51",,,,"66,576.73",
RAWRMEN_29,"4,983",3:21:04,BOWL,"59,796.00",,,100.00%,0,2,BURGER,53,Ronke,,1103,0:33:13,7.21%,"428,260.35","458,421.26",,,,"71,376.72",
RAWRMEN_30,"6,400",4:00:00,BOWL,"76,800.00",,,100.00%,0,2,WAGYU,10,Ronke,,1417,0:38:56,7.6%,"460,804.35","458,421.26",,,,"76,800.73",
,,,,,,,,,,,,,,,,,,,,,,,
MEATBALL_1,1,0:00:40,BOWL,50.00,,,100.00%,0,10,BURNTRICE,1,Ronke,,0,0:00:00,0%,"108,000.00","86,400.00",,,,"21,600.00",
MEATBALL_2,2,0:01:00,BOWL,100.00,,,100.00%,0,10,MEATBALL,2,Ronke,,1,0:00:20,33.33%,"144,000.00","165,200.76",,,,"28,800.00",
MEATBALL_3,3,0:01:20,BOWL,150.00,,,100.00%,0,10,MEATBALL,4,Ronke,,1,0:00:20,12.5%,"162,000.00","176,326.53",,,,"32,400.00",
MEATBALL_4,4,0:01:43,BOWL,200.00,,,100.00%,0,10,DUMPLING,1,Ronke,,1,0:00:23,3.7%,"168,000.23","196,810.93",,,,"33,600.05",
MEATBALL_5,6,0:02:27,BOWL,300.00,,,100.00%,0,10,MEATBALL,8,Ronke,,2,0:00:44,4.9%,"176,228.23","204,010.81",,,,"35,245.65",
MEATBALL_6,8,0:03:11,BOWL,400.00,,,100.00%,0,10,DUMPLING,2,Ronke,,2,0:00:44,2.51%,"180,659.60","208,810.94",,,,"36,131.92",
MEATBALL_7,10,0:03:56,BOWL,500.00,,,100.00%,0,10,MEATBALL,16,Ronke,,2,0:00:44,1.53%,"183,428.59","212,619.35",,,,"36,685.72",
MEATBALL_8,13,0:04:58,BOWL,650.00,,,100.00%,0,10,DUMPLING,4,Ronke,,3,0:01:03,2.62%,"188,228.35","216,913.15",,,,"37,645.67",
MEATBALL_9,17,0:06:23,BOWL,850.00,,,100.00%,0,10,DUMPLING,5,Ronke,,4,0:01:24,1.91%,"191,828.48","221,711.85",,,,"38,365.70",
MEATBALL_10,22,0:08:03,BOWL,"1,100.00",,,100.00%,0,10,BOWL,"1,864",Ronke,,5,0:01:41,2.5%,"196,628.52","227,129.27",,,,"39,325.70",
MEATBALL_11,27,0:09:36,BOWL,"1,350.00",,,100.00%,0,10,RAWRMEN,200,Ronke,,5,0:01:32,3.05%,"202,628.40","233,252.72",,,,"40,525.68",
MEATBALL_12,35,0:12:05,BOWL,"1,750.00",,,100.00%,0,10,PANCAKE,18,Ronke,,8,0:02:29,2.96%,"208,628.56","240,108.55",,,,"41,725.71",
MEATBALL_13,43,0:14:25,BOWL,"2,150.00",,,100.00%,0,10,BOWL,"2,957",Ronke,,8,0:02:21,2.88%,"214,628.62","240,108.55",,,,"42,925.72",
MEATBALL_14,54,0:17:37,BOWL,"2,700.00",,,100.00%,0,10,RAWRMEN,283,Ronke,,11,0:03:12,2.8%,"220,628.50","240,108.55",,,,"44,125.70",
MEATBALL_15,68,0:21:29,BOWL,"3,400.00",,,100.00%,0,10,PANCAKE,28,Ronke,,14,0:03:52,3.26%,"227,828.49","247,824.17",,,,"45,565.70",
MEATBALL_16,85,0:26:02,BOWL,"4,250.00",,,100.00%,0,10,BOWL,"4,836",Ronke,,17,0:04:33,3.16%,"235,028.61","256,464.18",,,,"47,005.72",
MEATBALL_17,106,0:31:21,BOWL,"5,300.00",,,100.00%,0,10,RAWRMEN,498,Ronke,,21,0:05:19,3.57%,"243,428.54","256,464.18",,,,"48,685.71",
MEATBALL_18,131,0:37:27,BOWL,"6,550.00",,,100.00%,0,10,PANCAKE,52,Ronke,,25,0:06:06,3.45%,"251,828.57","266,201.47",,,,"50,365.71",
MEATBALL_19,163,0:44:54,BOWL,"8,150.00",,,100.00%,0,10,BOWL,"9,680",Ronke,,32,0:07:26,3.81%,"261,428.59","277,109.35",,,,"52,285.72",
MEATBALL_20,203,0:53:56,BOWL,"10,150.00",,,100.00%,0,10,BURGER,4,Ronke,,40,0:09:02,3.67%,"271,028.54","289,373.88",,,,"54,205.71",
MEATBALL_21,252,1:04:23,BOWL,"12,600.00",,,100.00%,0,10,DANGO,4,Ronke,,49,0:10:27,3.98%,"281,828.55","289,373.88",,,,"56,365.71",
MEATBALL_22,313,1:16:42,BOWL,"15,650.00",,,100.00%,0,10,WAGYU,1,Ronke,,61,0:12:19,4.26%,"293,828.57","289,373.88",,,,"58,765.71",
MEATBALL_23,389,1:31:35,BOWL,"19,450.00",,,100.00%,0,10,BURGER,8,Ronke,,76,0:14:53,4.08%,"305,828.57","318,493.56",,,,"61,165.71",
MEATBALL_24,482,1:48:47,BOWL,"24,100.00",,,100.00%,0,10,DANGO,11,Ronke,,93,0:17:12,4.32%,"319,028.55","335,756.29",,,,"63,805.71",
MEATBALL_25,598,2:09:08,BOWL,"29,900.00",,,100.00%,0,10,WAGYU,2,Ronke,,116,0:20:21,4.51%,"333,428.59","335,756.29",,,,"66,685.72",
MEATBALL_26,741,2:32:52,BOWL,"37,050.00",,,100.00%,0,10,BURGER,21,Ronke,,143,0:23:44,4.68%,"349,028.56","376,732.92",,,,"69,805.71",
MEATBALL_27,919,3:00:52,BOWL,"45,950.00",,,100.00%,0,10,DANGO,27,Ronke,,178,0:28:01,4.81%,"365,828.58","400,946.51",,,,"73,165.72",
MEATBALL_28,"1,139",3:33:39,BOWL,"56,950.00",,,100.00%,0,10,BURGER,38,Ronke,,220,0:32:47,4.92%,"383,828.57","428,090.51",,,,"76,765.71",
MEATBALL_29,"1,412",4:12:15,BOWL,"70,600.00",,,100.00%,0,10,DANGO,50,Ronke,,273,0:38:36,5%,"403,028.58","428,090.51",,,,"80,605.72",
MEATBALL_30,"1,775",5:00:00,BOWL,"88,750.00",,,100.00%,0,10,WAGYU,10,Ronke,,363,0:47:45,5.7%,"426,000.00","458,421.26",,,,"85,200.00",
,,,,,,,,,,,,,,,,,,,,,,,
PANCAKE_1,1,0:03:00,RAWRMEN,12.00,,,100.00%,0,24,BURNTRICE,1,Ronke,,0,0:00:00,0%,"5,760.00","5,760.00",,,,"11,520.00",
PANCAKE_2,2,0:03:00,RAWRMEN,24.00,,,100.00%,0,24,PANCAKE,2,Ronke,,1,0:00:00,100%,"11,520.00","15,949.79",,,,"23,040.00",
PANCAKE_3,3,0:03:30,RAWRMEN,36.00,,,100.00%,0,24,PANCAKE,6,Ronke,,1,0:00:30,28.58%,"14,811.85","17,280.35",,,,"29,623.70",
PANCAKE_4,4,0:04:15,RAWRMEN,48.00,,,100.00%,0,24,PANCAKE,10,Ronke,,1,0:00:45,9.72%,"16,251.87","17,904.36",,,,"32,503.73",
PANCAKE_5,5,0:05:00,RAWRMEN,60.00,,,100.00%,0,24,PANCAKE,16,Ronke,,1,0:00:45,6.33%,"17,280.00","18,720.36",,,,"34,560.00",
PANCAKE_6,8,0:07:39,RAWRMEN,96.00,,,100.00%,0,24,BURGER,1,Ronke,,3,0:02:39,4.67%,"18,086.39","19,200.36",,,,"36,172.78",
PANCAKE_7,13,0:11:50,RAWRMEN,156.00,,,100.00%,0,24,BOWL,"4,797",Ronke,,5,0:04:12,4.94%,"18,979.20","19,728.36",,,,"37,958.40",
PANCAKE_8,20,0:17:17,RAWRMEN,240.00,,,100.00%,0,24,RAWRMEN,560,Ronke,,7,0:05:27,5.31%,"19,987.20","20,352.36",,,,"39,974.40",
PANCAKE_9,30,0:24:31,RAWRMEN,360.00,,,100.00%,0,24,BURGER,3,Ronke,,10,0:07:14,5.76%,"21,139.19","21,840.36",,,,"42,278.39",
PANCAKE_10,43,0:33:07,RAWRMEN,516.00,,,100.00%,0,24,DANGO,3,Ronke,,13,0:08:36,6.13%,"22,435.20","21,840.36",,,,"44,870.40",
